"time","District","Party","Mandates","Percentage","validVotesPercentage","Votes"
2019-10-07 00:05:01,"Castelo Branco","PURP",0,0.29,0.31,273
2019-10-07 00:05:01,"Castelo Branco","PNR",0,0.26,0.28,246
2019-10-07 00:05:01,"Castelo Branco","MPT",0,0.24,0.25,226
2019-10-07 00:05:01,"Castelo Branco","PPM",0,0.2,0.21,183
2019-10-07 00:05:01,"Castelo Branco","PTP",0,0.17,0.18,157
2019-10-07 00:05:01,"Castelo Branco","PDR",0,0.13,0.14,125
2019-10-07 00:05:01,"Coimbra","PS",5,39.02,41.19,79590
2019-10-07 00:05:01,"Coimbra","PPD/PSD",3,26.61,28.09,54279
2019-10-07 00:05:01,"Coimbra","B.E.",1,11.18,11.8,22808
2019-10-07 00:05:01,"Coimbra","PCP-PEV",0,5.59,5.9,11402
2019-10-07 00:05:01,"Coimbra","CDS-PP",0,3.48,3.68,7103
2019-10-07 00:05:01,"Coimbra","PAN",0,2.63,2.77,5355
2019-10-07 00:05:01,"Coimbra","A",0,1.03,1.09,2106
2019-10-07 00:05:01,"Coimbra","L",0,0.94,1,1926
2019-10-07 00:05:01,"Coimbra","CH",0,0.9,0.95,1836
2019-10-07 00:05:01,"Coimbra","IL",0,0.82,0.87,1676
2019-10-07 00:05:01,"Coimbra","R.I.R.",0,0.57,0.6,1154
2019-10-07 00:05:01,"Coimbra","PCTP/MRPP",0,0.51,0.53,1031
2019-10-07 00:05:01,"Coimbra","PNR",0,0.31,0.32,623
2019-10-07 00:05:01,"Coimbra","NC",0,0.22,0.23,441
2019-10-07 00:05:01,"Coimbra","PDR",0,0.22,0.23,453
2019-10-07 00:05:01,"Coimbra","MPT",0,0.2,0.22,417
2019-10-07 00:05:01,"Coimbra","PURP",0,0.2,0.21,402
2019-10-07 00:05:01,"Coimbra","MAS",0,0.12,0.13,251
2019-10-07 00:05:01,"Coimbra","PPM",0,0.12,0.13,245
2019-10-07 00:05:01,"Coimbra","JPP",0,0.07,0.08,149
2019-10-07 00:05:01,"Évora","PS",2,38.33,39.79,28371
2019-10-07 00:05:01,"Évora","PCP-PEV",1,18.89,19.61,13980
2019-10-07 00:05:01,"Évora","PPD/PSD",0,17.48,18.14,12937
2019-10-07 00:05:01,"Évora","B.E.",0,8.95,9.29,6624
2019-10-07 00:05:01,"Évora","CDS-PP",0,3.42,3.56,2535
2019-10-07 00:05:01,"Évora","CH",0,2.22,2.31,1645
2019-10-07 00:05:01,"Évora","PAN",0,1.95,2.03,1446
2019-10-07 00:05:01,"Évora","PCTP/MRPP",0,1.25,1.29,922
2019-10-07 00:05:01,"Évora","L",0,0.68,0.71,503
2019-10-07 00:05:01,"Évora","IL",0,0.66,0.69,490
2019-10-07 00:05:01,"Évora","A",0,0.62,0.64,459
2019-10-07 00:05:01,"Évora","R.I.R.",0,0.45,0.47,334
2019-10-07 00:05:01,"Évora","NC",0,0.42,0.44,311
2019-10-07 00:05:01,"Évora","PNR",0,0.24,0.25,179
2019-10-07 00:05:01,"Évora","PURP",0,0.21,0.22,154
2019-10-07 00:05:01,"Évora","MPT",0,0.19,0.2,143
2019-10-07 00:05:01,"Évora","PPM",0,0.15,0.16,114
2019-10-07 00:05:01,"Évora","PTP",0,0.11,0.12,82
2019-10-07 00:05:01,"Évora","PDR",0,0.09,0.1,70
2019-10-07 00:05:01,"Faro","PS",5,36.75,38.53,63469
2019-10-07 00:05:01,"Faro","PPD/PSD",3,22.3,23.38,38516
2019-10-07 00:05:01,"Faro","B.E.",1,12.31,12.9,21255
2019-10-07 00:05:01,"Faro","PCP-PEV",0,7.05,7.39,12180
2019-10-07 00:05:01,"Faro","PAN",0,4.77,5,8238
2019-10-07 00:05:01,"Faro","CDS-PP",0,3.81,3.99,6572
2019-10-07 00:05:01,"Faro","CH",0,2.14,2.24,3690
2019-10-07 00:05:01,"Faro","L",0,0.99,1.03,1704
2019-10-07 00:05:01,"Faro","PCTP/MRPP",0,0.88,0.92,1513
2019-10-07 00:05:01,"Faro","IL",0,0.82,0.86,1424
2019-10-07 00:05:01,"Faro","A",0,0.76,0.8,1310
2019-10-07 00:05:01,"Faro","R.I.R.",0,0.6,0.63,1035
2019-10-07 00:05:01,"Faro","MPT",0,0.43,0.45,740
2019-10-07 00:05:01,"Faro","NC",0,0.42,0.44,733
2019-10-07 00:05:01,"Faro","PNR",0,0.42,0.44,729
2019-10-07 00:05:01,"Faro","PURP",0,0.29,0.3,499
2019-10-07 00:05:01,"Faro","PPM",0,0.24,0.25,408
2019-10-07 00:05:01,"Faro","PDR",0,0.21,0.22,359
2019-10-07 00:05:01,"Faro","PTP",0,0.21,0.22,356
2019-10-07 00:05:01,"Guarda","PS",2,37.55,39.66,28783
2019-10-07 00:05:01,"Guarda","PPD/PSD",1,34.37,36.3,26343
2019-10-07 00:05:01,"Guarda","B.E.",0,7.81,8.25,5990
2019-10-07 00:05:01,"Guarda","CDS-PP",0,4.99,5.27,3823
2019-10-07 00:05:01,"Guarda","PCP-PEV",0,2.99,3.16,2295
2019-10-07 00:05:01,"Guarda","PAN",0,1.6,1.69,1223
2019-10-07 00:05:01,"Guarda","CH",0,1.48,1.56,1135
2019-10-07 00:05:01,"Guarda","IL",0,0.6,0.64,461
2019-10-07 00:05:01,"Guarda","R.I.R.",0,0.6,0.63,458
2019-10-07 00:05:01,"Guarda","A",0,0.53,0.56,406
2019-10-07 00:05:01,"Guarda","L",0,0.49,0.51,373
2019-10-07 00:05:01,"Guarda","PCTP/MRPP",0,0.47,0.5,363
2019-10-07 00:05:01,"Guarda","PNR",0,0.22,0.23,165
2019-10-07 00:05:01,"Guarda","PTP",0,0.22,0.24,171
2019-10-07 00:05:01,"Guarda","PURP",0,0.2,0.21,154
2019-10-07 00:05:01,"Guarda","MPT",0,0.16,0.17,122
2019-10-07 00:05:01,"Guarda","NC",0,0.15,0.16,118
2019-10-07 00:05:01,"Guarda","PDR",0,0.13,0.14,103
2019-10-07 00:05:01,"Guarda","PPM",0,0.1,0.11,80
2019-10-07 00:05:01,"Leiria","PPD/PSD",5,33.52,35.65,74961
2019-10-07 00:05:01,"Leiria","PS",4,31.07,33.04,69482
2019-10-07 00:05:01,"Leiria","B.E.",1,9.36,9.95,20925
2019-10-07 00:05:01,"Leiria","CDS-PP",0,5.32,5.66,11905
2019-10-07 00:05:01,"Leiria","PCP-PEV",0,4.26,4.54,9537
2019-10-07 00:05:01,"Leiria","PAN",0,2.87,3.05,6413
2019-10-07 00:05:01,"Leiria","CH",0,1.49,1.58,3321
2019-10-07 00:05:01,"Leiria","A",0,0.98,1.04,2183
2019-10-07 00:05:01,"Leiria","IL",0,0.92,0.98,2054
2019-10-07 00:05:01,"Leiria","L",0,0.92,0.98,2053
2019-10-07 00:05:01,"Leiria","R.I.R.",0,0.74,0.79,1653
2019-10-07 00:05:01,"Leiria","PCTP/MRPP",0,0.73,0.78,1631
2019-10-07 00:05:01,"Leiria","MPT",0,0.3,0.32,667
2019-10-07 00:05:01,"Leiria","PNR",0,0.28,0.3,622
2019-10-07 00:05:01,"Leiria","NC",0,0.26,0.28,583
2019-10-07 00:05:01,"Leiria","PDR",0,0.24,0.26,546
2019-10-07 00:05:01,"Leiria","PPM",0,0.22,0.23,492
2019-10-07 00:05:01,"Leiria","PURP",0,0.22,0.23,486
2019-10-07 00:05:01,"Leiria","PTP",0,0.17,0.18,380
2019-10-07 00:05:01,"Leiria","JPP",0,0.1,0.1,217
2019-10-07 00:05:01,"Leiria","MAS",0,0.07,0.08,167
2019-10-07 00:05:01,"Lisboa","PS",17,36.93,38.32,393699
2019-10-07 00:05:01,"Lisboa","PPD/PSD",10,22.37,23.22,238512
2019-10-07 00:05:01,"Lisboa","B.E.",4,9.76,10.13,104060
2019-10-07 00:05:01,"Lisboa","PCP-PEV",3,7.86,8.16,83804
2019-10-07 00:05:01,"Lisboa","PAN",2,4.43,4.59,47200
2019-10-07 00:05:01,"Lisboa","CDS-PP",2,4.34,4.51,46291
2019-10-07 00:05:01,"Lisboa","IL",1,2.4,2.49,25534
2019-10-07 00:05:01,"Lisboa","L",0,2.04,2.12,21789
2019-10-07 00:05:01,"Lisboa","CH",0,2.02,2.1,21542
2019-10-07 00:05:01,"Lisboa","A",0,1.26,1.31,13461
2019-10-07 00:05:01,"Lisboa","PCTP/MRPP",0,0.82,0.85,8750
2019-10-07 00:05:01,"Lisboa","PNR",0,0.44,0.46,4728
2019-10-07 00:05:01,"Lisboa","R.I.R.",0,0.42,0.43,4433
2019-10-07 00:05:01,"Lisboa","MPT",0,0.25,0.26,2710
2019-10-07 00:05:01,"Lisboa","NC",0,0.25,0.26,2621
2019-10-07 00:05:01,"Lisboa","PURP",0,0.19,0.2,2028
2019-10-07 00:05:01,"Lisboa","PPM",0,0.18,0.19,1917
2019-10-07 00:05:01,"Lisboa","PDR",0,0.17,0.18,1848
2019-10-07 00:05:01,"Lisboa","MAS",0,0.11,0.12,1209
2019-10-07 00:05:01,"Lisboa","PTP",0,0.11,0.11,1152
2019-10-07 00:05:01,"Madeira","PPD/PSD",3,37.15,38.03,48231
2019-10-07 00:05:01,"Madeira","PS",3,33.41,34.2,43373
2019-10-07 00:05:01,"Madeira","CDS-PP",0,6.05,6.19,7852
2019-10-07 00:05:01,"Madeira","JPP",0,5.49,5.62,7125
2019-10-07 00:05:01,"Madeira","B.E.",0,5.24,5.37,6806
2019-10-07 00:05:01,"Madeira","PCP-PEV",0,2.08,2.13,2702
2019-10-07 00:05:01,"Madeira","PAN",0,1.82,1.86,2361
2019-10-07 00:05:01,"Madeira","PTP",0,0.91,0.93,1185
2019-10-07 00:05:01,"Madeira","R.I.R.",0,0.91,0.93,1185
2019-10-07 00:05:01,"Madeira","IL",0,0.71,0.73,922
2019-10-07 00:05:01,"Madeira","CH",0,0.7,0.72,911
2019-10-07 00:05:01,"Madeira","PURP",0,0.62,0.63,801
2019-10-07 00:05:01,"Madeira","PCTP/MRPP",0,0.61,0.62,790
2019-10-07 00:05:01,"Madeira","A",0,0.49,0.5,630
2019-10-07 00:05:01,"Madeira","L",0,0.37,0.38,480
2019-10-07 00:05:01,"Madeira","MPT",0,0.36,0.37,465
2019-10-07 00:05:01,"Madeira","PDR",0,0.34,0.35,443
2019-10-07 00:05:01,"Madeira","PNR",0,0.16,0.16,202
2019-10-07 00:05:01,"Madeira","NC",0,0.14,0.15,188
2019-10-07 00:05:01,"Madeira","PPM",0,0.14,0.14,180
2019-10-07 00:05:01,"Portalegre","PS",2,44.73,46.72,22909
2019-10-07 00:05:01,"Portalegre","PPD/PSD",0,20.08,20.97,10284
2019-10-07 00:05:01,"Portalegre","PCP-PEV",0,10.46,10.92,5356
2019-10-07 00:05:01,"Portalegre","B.E.",0,8.1,8.46,4146
2019-10-07 00:05:01,"Portalegre","CDS-PP",0,3.82,3.99,1955
2019-10-07 00:05:01,"Portalegre","CH",0,2.74,2.86,1401
2019-10-07 00:05:01,"Portalegre","PAN",0,1.66,1.74,852
2019-10-07 00:05:01,"Portalegre","PCTP/MRPP",0,1.21,1.27,622
2019-10-07 00:05:01,"Portalegre","L",0,0.56,0.59,287
2019-10-07 00:05:01,"Portalegre","A",0,0.52,0.54,267
2019-10-07 00:05:01,"Portalegre","IL",0,0.5,0.52,255
2019-10-07 00:05:01,"Portalegre","R.I.R.",0,0.41,0.43,209
2019-10-07 00:05:01,"Portalegre","PNR",0,0.31,0.32,158
2019-10-07 00:05:01,"Portalegre","PURP",0,0.22,0.23,115
2019-10-07 00:05:01,"Portalegre","MPT",0,0.18,0.19,94
2019-10-07 00:05:01,"Portalegre","PDR",0,0.13,0.13,65
2019-10-07 00:05:01,"Portalegre","PTP",0,0.12,0.12,61
2019-10-07 00:05:01,"Porto","PS",17,36.65,38.14,342496
2019-10-07 00:05:01,"Porto","PPD/PSD",15,31.16,32.43,291183
2019-10-07 00:05:01,"Porto","B.E.",4,10.12,10.53,94553
2019-10-07 00:05:01,"Porto","PCP-PEV",2,4.8,5,44859
2019-10-07 00:05:01,"Porto","PAN",1,3.46,3.6,32328
2019-10-07 00:05:01,"Porto","CDS-PP",1,3.34,3.47,31181
2019-10-07 00:05:01,"Porto","IL",0,1.52,1.58,14221
2019-10-07 00:05:01,"Porto","R.I.R.",0,1.13,1.17,10545
2019-10-07 00:05:01,"Porto","L",0,0.96,1,8952
2019-10-07 00:05:01,"Porto","CH",0,0.61,0.64,5708
2019-10-07 00:05:01,"Porto","PCTP/MRPP",0,0.54,0.56,5047
2019-10-07 00:05:01,"Porto","A",0,0.47,0.49,4370
2019-10-07 00:05:01,"Porto","PNR",0,0.21,0.22,1948
2019-10-07 00:05:01,"Porto","PURP",0,0.2,0.21,1899
2019-10-07 00:05:01,"Porto","MPT",0,0.18,0.19,1721
2019-10-07 00:05:01,"Porto","NC",0,0.18,0.18,1656
2019-10-07 00:05:01,"Porto","PDR",0,0.15,0.16,1446
2019-10-07 00:05:01,"Porto","PTP",0,0.15,0.16,1395
2019-10-07 00:05:01,"Porto","JPP",0,0.11,0.12,1074
2019-10-07 00:05:01,"Porto","PPM",0,0.09,0.1,857
2019-10-07 00:05:01,"Porto","MAS",0,0.06,0.06,522
2019-10-07 00:05:01,"Santarém","PS",4,37.13,39.03,76836
2019-10-07 00:05:01,"Santarém","PPD/PSD",3,25.2,26.48,52141
2019-10-07 00:05:01,"Santarém","B.E.",1,10.22,10.74,21141
2019-10-07 00:05:01,"Santarém","PCP-PEV",1,7.57,7.95,15662
2019-10-07 00:05:01,"Santarém","CDS-PP",0,4.73,4.97,9793
2019-10-07 00:05:01,"Santarém","PAN",0,2.59,2.72,5364
2019-10-07 00:05:01,"Santarém","CH",0,2.03,2.14,4210
2019-10-07 00:05:01,"Santarém","L",0,0.86,0.91,1782
2019-10-07 00:05:01,"Santarém","A",0,0.82,0.86,1698
2019-10-07 00:05:01,"Santarém","IL",0,0.78,0.82,1605
2019-10-07 00:05:01,"Santarém","PCTP/MRPP",0,0.69,0.73,1432
2019-10-07 00:05:01,"Santarém","R.I.R.",0,0.61,0.64,1266
2019-10-07 00:05:01,"Santarém","PNR",0,0.4,0.42,834
2019-10-07 00:05:01,"Santarém","NC",0,0.39,0.41,814
2019-10-07 00:05:01,"Santarém","PDR",0,0.29,0.31,605
2019-10-07 00:05:01,"Santarém","PURP",0,0.24,0.25,498
2019-10-07 00:05:01,"Santarém","MPT",0,0.23,0.24,471
2019-10-07 00:05:01,"Santarém","PPM",0,0.23,0.24,468
2019-10-07 00:05:01,"Santarém","PTP",0,0.13,0.13,265
2019-10-07 00:05:01,"Setúbal","PS",6,38.32,39.77,138766
2019-10-07 00:05:01,"Setúbal","PCP-PEV",2,15.14,15.71,54830
2019-10-07 00:05:01,"Setúbal","PPD/PSD",2,14.92,15.49,54042
2019-10-07 00:05:01,"Setúbal","B.E.",1,12.13,12.59,43917
2019-10-07 00:05:01,"Setúbal","PAN",0,4.49,4.66,16272
2019-10-07 00:05:01,"Setúbal","CDS-PP",0,3.06,3.18,11087
2019-10-07 00:05:01,"Setúbal","CH",0,1.96,2.03,7095
2019-10-07 00:05:01,"Setúbal","L",0,1.26,1.3,4546
2019-10-07 00:05:01,"Setúbal","IL",0,1.08,1.13,3928
2019-10-07 00:05:01,"Setúbal","PCTP/MRPP",0,0.88,0.92,3197
2019-10-07 00:05:01,"Setúbal","A",0,0.75,0.78,2710
2019-10-07 00:05:01,"Setúbal","R.I.R.",0,0.55,0.57,1996
2019-10-07 00:05:01,"Setúbal","PNR",0,0.44,0.46,1605
2019-10-07 00:05:01,"Setúbal","MPT",0,0.28,0.29,1028
2019-10-07 00:05:01,"Setúbal","NC",0,0.27,0.28,960
2019-10-07 00:05:01,"Setúbal","PURP",0,0.26,0.27,941
2019-10-07 00:05:01,"Setúbal","PPM",0,0.19,0.19,674
2019-10-07 00:05:01,"Setúbal","PDR",0,0.18,0.19,654
2019-10-07 00:05:01,"Setúbal","PTP",0,0.11,0.11,388
2019-10-07 00:05:01,"Setúbal","MAS",0,0.08,0.09,300
2019-10-07 00:05:01,"Viana do Castelo","PS",3,34.77,36.51,42392
2019-10-07 00:05:01,"Viana do Castelo","PPD/PSD",3,33.79,35.48,41196
2019-10-07 00:05:01,"Viana do Castelo","B.E.",0,8.47,8.89,10320
2019-10-07 00:05:01,"Viana do Castelo","CDS-PP",0,6.21,6.53,7576
2019-10-07 00:05:01,"Viana do Castelo","PCP-PEV",0,3.97,4.17,4839
2019-10-07 00:05:01,"Viana do Castelo","PAN",0,2.36,2.48,2876
2019-10-07 00:05:01,"Viana do Castelo","R.I.R.",0,0.87,0.91,1058
2019-10-07 00:05:01,"Viana do Castelo","CH",0,0.7,0.74,858
2019-10-07 00:05:01,"Viana do Castelo","IL",0,0.57,0.6,692
2019-10-07 00:05:01,"Viana do Castelo","A",0,0.56,0.58,679
2019-10-07 00:05:01,"Viana do Castelo","L",0,0.56,0.59,688
2019-10-07 00:05:01,"Viana do Castelo","PCTP/MRPP",0,0.55,0.58,671
2019-10-07 00:05:01,"Viana do Castelo","JPP",0,0.48,0.51,587
2019-10-07 00:05:01,"Viana do Castelo","PNR",0,0.24,0.25,292
2019-10-07 00:05:01,"Viana do Castelo","PDR",0,0.23,0.24,281
2019-10-07 00:05:01,"Viana do Castelo","NC",0,0.21,0.22,259
2019-10-07 00:05:01,"Viana do Castelo","MPT",0,0.17,0.18,209
2019-10-07 00:05:01,"Viana do Castelo","PPM",0,0.17,0.18,204
2019-10-07 00:05:01,"Viana do Castelo","PTP",0,0.17,0.18,208
2019-10-07 00:05:01,"Viana do Castelo","PURP",0,0.17,0.18,212
2019-10-07 00:05:01,"Vila Real","PPD/PSD",3,39.04,40.94,39143
2019-10-07 00:05:01,"Vila Real","PS",2,37.21,39.02,37306
2019-10-07 00:05:01,"Vila Real","B.E.",0,6.06,6.36,6078
2019-10-07 00:05:01,"Vila Real","CDS-PP",0,4.5,4.72,4510
2019-10-07 00:05:01,"Vila Real","PCP-PEV",0,2.51,2.63,2519
2019-10-07 00:05:01,"Vila Real","PAN",0,1.65,1.73,1651
2019-10-07 00:05:01,"Vila Real","CH",0,0.79,0.83,791
2019-10-07 00:05:01,"Vila Real","A",0,0.7,0.73,700
2019-10-07 00:05:01,"Vila Real","R.I.R.",0,0.65,0.68,648
2019-10-07 00:05:01,"Vila Real","PCTP/MRPP",0,0.58,0.61,579
2019-10-07 00:05:01,"Vila Real","L",0,0.55,0.57,549
2019-10-07 00:05:01,"Vila Real","IL",0,0.42,0.44,425
2019-10-07 00:05:01,"Vila Real","PPM",0,0.19,0.2,188
2019-10-07 00:05:01,"Vila Real","PDR",0,0.18,0.19,185
2019-10-07 00:05:01,"Vila Real","NC",0,0.17,0.18,171
2019-10-07 00:05:01,"Vila Real","PNR",0,0.16,0.17,162
2019-10-07 00:05:01,"Viseu","PPD/PSD",4,36.24,38.1,64373
2019-10-07 00:05:01,"Viseu","PS",4,35.37,37.19,62833
2019-10-07 00:05:01,"Viseu","B.E.",0,7.86,8.26,13956
2019-10-07 00:05:01,"Viseu","CDS-PP",0,5.89,6.19,10462
2019-10-07 00:05:01,"Viseu","PCP-PEV",0,2.3,2.42,4082
2019-10-07 00:05:01,"Viseu","PAN",0,2.13,2.24,3778
2019-10-07 00:05:01,"Viseu","CH",0,0.97,1.02,1721
2019-10-07 00:05:01,"Viseu","R.I.R.",0,0.75,0.79,1336
2019-10-07 00:05:01,"Viseu","A",0,0.68,0.72,1215
2019-10-07 00:05:01,"Viseu","IL",0,0.55,0.58,974
2019-10-07 00:05:01,"Viseu","PCTP/MRPP",0,0.51,0.53,900
2019-10-07 00:05:01,"Viseu","L",0,0.49,0.52,875
2019-10-07 00:05:01,"Viseu","PDR",0,0.26,0.27,457
2019-10-07 00:05:01,"Viseu","PPM",0,0.2,0.21,356
2019-10-07 00:05:01,"Viseu","PURP",0,0.2,0.21,363
2019-10-07 00:05:01,"Viseu","NC",0,0.19,0.2,332
2019-10-07 00:05:01,"Viseu","PNR",0,0.18,0.19,326
2019-10-07 00:05:01,"Viseu","MPT",0,0.14,0.15,256
2019-10-07 00:05:01,"Viseu","PTP",0,0.13,0.14,239
2019-10-07 00:05:01,"Viseu","JPP",0,0.07,0.07,118
2019-10-07 00:10:02,"Território Nacional","PS",100,36.66,38.31,1841762
2019-10-07 00:10:02,"Território Nacional","PPD/PSD",74,28.01,29.27,1407310
2019-10-07 00:10:02,"Território Nacional","B.E.",17,9.67,10.1,485657
2019-10-07 00:10:02,"Território Nacional","PCP-PEV",10,6.36,6.65,319726
2019-10-07 00:10:02,"Território Nacional","CDS-PP",5,4.25,4.44,213621
2019-10-07 00:10:02,"Território Nacional","PAN",3,3.27,3.42,164261
2019-10-07 00:10:02,"Território Nacional","CH",0,1.3,1.36,65383
2019-10-07 00:10:02,"Território Nacional","IL",1,1.27,1.33,63708
2019-10-07 00:10:02,"Território Nacional","L",0,1.08,1.13,54310
2019-10-07 00:10:02,"Território Nacional","A",0,0.77,0.8,38562
2019-10-07 00:10:02,"Território Nacional","R.I.R.",0,0.69,0.72,34430
2019-10-07 00:10:02,"Território Nacional","PCTP/MRPP",0,0.68,0.71,34058
2019-10-07 00:10:02,"Território Nacional","PNR",0,0.3,0.31,15015
2019-10-07 00:10:02,"Território Nacional","MPT",0,0.23,0.24,11471
2019-10-07 00:10:02,"Território Nacional","NC",0,0.22,0.23,11082
2019-10-07 00:10:02,"Território Nacional","JPP",0,0.2,0.21,9945
2019-10-07 00:10:02,"Território Nacional","PURP",0,0.2,0.21,10259
2019-10-07 00:10:02,"Território Nacional","PDR",0,0.18,0.19,9143
2019-10-07 00:10:02,"Território Nacional","PPM",0,0.15,0.16,7769
2019-10-07 00:10:02,"Território Nacional","PTP",0,0.15,0.15,7439
2019-10-07 00:10:02,"Território Nacional","MAS",0,0.06,0.06,3105
2019-10-07 00:10:02,"Açores","PS",3,40.06,42.76,33472
2019-10-07 00:10:02,"Açores","PPD/PSD",2,30.21,32.26,25249
2019-10-07 00:10:02,"Açores","B.E.",0,7.97,8.51,6661
2019-10-07 00:10:02,"Açores","CDS-PP",0,4.8,5.13,4014
2019-10-07 00:10:02,"Açores","PAN",0,2.65,2.83,2215
2019-10-07 00:10:02,"Açores","PCP-PEV",0,2.45,2.61,2045
2019-10-07 00:10:02,"Açores","A",0,0.88,0.94,732
2019-10-07 00:10:02,"Açores","CH",0,0.85,0.91,709
2019-10-07 00:10:02,"Açores","L",0,0.85,0.91,714
2019-10-07 00:10:02,"Açores","IL",0,0.68,0.73,568
2019-10-07 00:10:02,"Açores","PCTP/MRPP",0,0.63,0.67,528
2019-10-07 00:10:02,"Açores","PPM",0,0.5,0.53,418
2019-10-07 00:10:02,"Açores","MPT",0,0.39,0.42,326
2019-10-07 00:10:02,"Açores","PNR",0,0.32,0.34,268
2019-10-07 00:10:02,"Açores","PTP",0,0.17,0.19,145
2019-10-07 00:10:02,"Açores","MAS",0,0.13,0.14,112
2019-10-07 00:10:02,"Açores","PDR",0,0.12,0.13,100
2019-10-07 00:10:02,"Aveiro","PS",7,34.31,36.05,120839
2019-10-07 00:10:02,"Aveiro","PPD/PSD",6,33.55,35.25,118141
2019-10-07 00:10:02,"Aveiro","B.E.",2,9.96,10.46,35068
2019-10-07 00:10:02,"Aveiro","CDS-PP",1,5.69,5.98,20045
2019-10-07 00:10:02,"Aveiro","PCP-PEV",0,3.05,3.2,10738
2019-10-07 00:10:02,"Aveiro","PAN",0,2.96,3.11,10424
2019-10-07 00:10:02,"Aveiro","IL",0,1.02,1.07,3582
2019-10-07 00:10:02,"Aveiro","R.I.R.",0,0.78,0.82,2750
2019-10-07 00:10:02,"Aveiro","CH",0,0.74,0.78,2600
2019-10-07 00:10:02,"Aveiro","L",0,0.68,0.72,2409
2019-10-07 00:10:02,"Aveiro","A",0,0.62,0.65,2178
2019-10-07 00:10:02,"Aveiro","PCTP/MRPP",0,0.54,0.56,1892
2019-10-07 00:10:02,"Aveiro","MPT",0,0.2,0.21,707
2019-10-07 00:10:02,"Aveiro","PNR",0,0.2,0.21,694
2019-10-07 00:10:02,"Aveiro","PURP",0,0.2,0.21,701
2019-10-07 00:10:02,"Aveiro","NC",0,0.18,0.19,623
2019-10-07 00:10:02,"Aveiro","PDR",0,0.16,0.17,561
2019-10-07 00:10:02,"Aveiro","PTP",0,0.16,0.17,559
2019-10-07 00:10:02,"Aveiro","PPM",0,0.11,0.12,387
2019-10-07 00:10:02,"Aveiro","JPP",0,0.07,0.08,264
2019-10-07 00:10:02,"Beja","PS",2,40.71,42.33,26161
2019-10-07 00:10:02,"Beja","PCP-PEV",1,22.8,23.71,14655
2019-10-07 00:10:02,"Beja","PPD/PSD",0,13.29,13.82,8544
2019-10-07 00:10:02,"Beja","B.E.",0,9.08,9.44,5833
2019-10-07 00:10:02,"Beja","CDS-PP",0,2.3,2.39,1480
2019-10-07 00:10:02,"Beja","CH",0,2.04,2.12,1313
2019-10-07 00:10:02,"Beja","PAN",0,1.97,2.05,1269
2019-10-07 00:10:02,"Beja","PCTP/MRPP",0,1.35,1.4,865
2019-10-07 00:10:02,"Beja","L",0,0.62,0.64,397
2019-10-07 00:10:02,"Beja","IL",0,0.43,0.45,279
2019-10-07 00:10:02,"Beja","A",0,0.39,0.41,252
2019-10-07 00:10:02,"Beja","PNR",0,0.31,0.32,200
2019-10-07 00:10:02,"Beja","MPT",0,0.26,0.27,169
2019-10-07 00:10:02,"Beja","NC",0,0.18,0.19,118
2019-10-07 00:10:02,"Beja","PDR",0,0.16,0.16,101
2019-10-07 00:10:02,"Beja","PPM",0,0.15,0.15,95
2019-10-07 00:10:02,"Beja","PTP",0,0.11,0.12,73
2019-10-07 00:10:02,"Braga","PS",8,36.4,38.25,169468
2019-10-07 00:10:02,"Braga","PPD/PSD",8,34.08,35.81,158652
2019-10-07 00:10:02,"Braga","B.E.",2,8.88,9.33,41331
2019-10-07 00:10:02,"Braga","CDS-PP",1,4.11,4.32,19127
2019-10-07 00:10:02,"Braga","PCP-PEV",0,3.96,4.16,18443
2019-10-07 00:10:02,"Braga","PAN",0,2.56,2.69,11934
2019-10-07 00:10:02,"Braga","IL",0,0.82,0.86,3804
2019-10-07 00:10:02,"Braga","R.I.R.",0,0.75,0.78,3469
2019-10-07 00:10:02,"Braga","CH",0,0.68,0.72,3177
2019-10-07 00:10:02,"Braga","L",0,0.68,0.72,3179
2019-10-07 00:10:02,"Braga","PCTP/MRPP",0,0.5,0.52,2318
2019-10-07 00:10:02,"Braga","A",0,0.47,0.49,2182
2019-10-07 00:10:02,"Braga","NC",0,0.22,0.23,1017
2019-10-07 00:10:02,"Braga","MPT",0,0.21,0.23,1000
2019-10-07 00:10:02,"Braga","PNR",0,0.19,0.19,862
2019-10-07 00:10:02,"Braga","PDR",0,0.13,0.14,620
2019-10-07 00:10:02,"Braga","MAS",0,0.12,0.12,544
2019-10-07 00:10:02,"Braga","PURP",0,0.12,0.12,549
2019-10-07 00:10:02,"Braga","PTP",0,0.11,0.12,522
2019-10-07 00:10:02,"Braga","JPP",0,0.09,0.09,411
2019-10-07 00:10:02,"Braga","PPM",0,0.09,0.1,428
2019-10-07 00:10:02,"Bragança","PPD/PSD",2,40.78,42.61,25909
2019-10-07 00:10:02,"Bragança","PS",1,36.54,38.18,23215
2019-10-07 00:10:02,"Bragança","B.E.",0,6.03,6.3,3833
2019-10-07 00:10:02,"Bragança","CDS-PP",0,4.46,4.66,2831
2019-10-07 00:10:02,"Bragança","PCP-PEV",0,2.12,2.22,1347
2019-10-07 00:10:02,"Bragança","PAN",0,1.31,1.37,831
2019-10-07 00:10:02,"Bragança","CH",0,0.84,0.88,533
2019-10-07 00:10:02,"Bragança","R.I.R.",0,0.57,0.59,360
